morpheme;type;mode;sameSubject;posneg;tense;dialect;specificity;perSubject;numbSubject;perObject;numbObject;V-form;V-actions;V-action1;V-action2;t-form;t-actions;t-action1;t-action2;k-form;k-actions;k-action1;k-action2;q-form;q-actions;q-action1;q-action2;SpecificCondOnPrecMorph;sources
tillutik;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;1;p;2;d;tillutik;n;n;;tillutik tillutik;n s;n s;;tillutik;n;n;;tillutik;n;n;;;?
tillunitik;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;3;p;2;d;tillunitik;n;n;;tillunitik tillunitik;n s;n s;;tillunitik;n;n;;tillunitik;n;n;;;?
tillutik;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;4;p;2;d;tillutik;n;n;;tillutik tillutik;n s;n s;;tillutik;n;n;;tillutik;n;n;;;?
tillugik;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;1;p;3;d;tillugik;n;n;;tillugik tillugik;n s;n s;;tillugik;n;n;;tillugik;n;n;;;?
tillugik;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;2;p;3;d;tillugik;n;n;;tillugik tillugik;n s;n s;;tillugik;n;n;;tillugik;n;n;;;?
tillunigik;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;3;p;3;d;tillunigik;n;n;;tillunigik tillunigik;n s;n s;;tillunigik;n;n;;tillunigik;n;n;;;?
tillugik;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;4;p;3;d;tillugik;n;n;;tillugik tillugik;n s;n s;;tillugik;n;n;;tillugik;n;n;;;?
tilluta;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;2;p;1;p;tilluta;n;n;;tilluta tilluta;n s;n s;;tilluta;n;n;;tilluta;n;n;;;?
tillunitigut;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;3;p;1;p;tillunitigut;n;n;;tillunitigut tillunitigut;n s;n s;;tillunitigut;n;n;;tillunitigut;n;n;;;?
tilluta;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;4;p;1;p;tilluta;n;n;;tilluta tilluta;n s;n s;;tilluta;n;n;;tilluta;n;n;;;?
tillusi;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;1;p;2;p;tillusi;n;n;;tillusi tillusi;n s;n s;;tillusi;n;n;;tillusi;n;n;;;?
tillunisi;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;3;p;2;p;tillunisi;n;n;;tillunisi tillunisi;n s;n s;;tillunisi;n;n;;tillunisi;n;n;;;?
tillusi;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;4;p;2;p;tillusi;n;n;;tillusi tillusi;n s;n s;;tillusi;n;n;;tillusi;n;n;;;?
tillugit;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;1;p;3;p;tillugit;n;n;;tillugit tillugit;n s;n s;;tillugit;n;n;;tillugit;n;n;;;?
lunga;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;2;p;1;s;lunga;i(l);i(l);;tunga;n;n;;tunga;n;n;;tunga;n;n;;;?
luninga;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;3;p;1;s;luninga;i(l);i(l);;tuninga;n;n;;tuninga;n;n;;tuninga;n;n;;;?
tillugit;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;2;p;3;p;tillugit;n;n;;tillugit tillugit;n s;n s;;tillugit;n;n;;tillugit;n;n;;;?
tillunigit;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;3;p;3;p;tillunigit;n;n;;tillunigit tillunigit;n s;n s;;tillunigit;n;n;;tillunigit;n;n;;;?
tillugit;tv;part;non;pos;;North Baffin, Cumberland Peninsula;sp;4;p;3;p;tillugit;n;n;;tillugit tillugit;n s;n s;;tillugit;n;n;;tillugit;n;n;;;?
tinnanga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;s;1;s;tinnanga;n;n;;tinnanga tinnanga;n s;n s;;tinnanga;n;n;;tinnanga;n;n;;;?
tinnaninga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;1;s;tinnaninga;n;n;;tinnaninga tinnaninga;n s;n s;;tinnaninga;n;n;;tinnaninga;n;n;;;?
tinnanga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;1;s;tinnanga;n;n;;tinnanga tinnanga;n s;n s;;tinnanga;n;n;;tinnanga;n;n;;;?
tinnak;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;s;2;s;tinnak;n;n;;tinnak tinnak;n s;n s;;tinnak;n;n;;tinnak;n;n;;;?
tinnanitit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;2;s;tinnanitit;n;n;;tinnanitit tinnanitit;n s;n s;;tinnanitit;n;n;;tinnanitit;n;n;;;?
tinnak;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;2;s;tinnak;n;n;;tinnak tinnak;n s;n s;;tinnak;n;n;;tinnak;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;s;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;s;3;s;tinnagu;n;n;;tinnagu tinnatu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnaniuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;3;s;tinnaniuk;n;n;;tinnaniuk tinnaniuk;n s;n s;;tinnaniuk;n;n;;tinnaniuk;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnanuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;s;1;d;tinnanuk;n;n;;tinnanuk tinnanuk;n s;n s;;tinnanuk;n;n;;tinnanuk;n;n;;;?
tinnanitiguk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;1;d;tinnanitiguk;n;n;;tinnanitiguk tinnanitiguk;n s;n s;;tinnanitiguk;n;n;;tinnanitiguk;n;n;;;?
tinnanuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;1;d;tinnanuk;n;n;;tinnanuk tinnanuk;n s;n s;;tinnanuk;n;n;;tinnanuk;n;n;;;?
tinnatik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;s;2;d;tinnatik;n;n;;tinnatik tinnatik;n s;n s;;tinnatik;n;n;;tinnatik;n;n;;;?
lunga;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;4;p;1;s;lunga;i(l);i(l);;tunga;n;n;;tunga;n;n;;tunga;n;n;;;?
lutit;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;1;p;2;s;lutit;i(l);i(l);;tutit;n;n;;tutit;n;n;;tutit;n;n;;;?
lunitit;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;3;p;2;s;lunitit;i(l);i(l);;tunitit;n;n;;tunitit;n;n;;tunitit;n;n;;;?
tinnanitik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;2;d;tinnanitik;n;n;;tinnanitik tinnanitik;n s;n s;;tinnanitik;n;n;;tinnanitik;n;n;;;?
tinnatik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;2;d;tinnatik;n;n;;tinnatik tinnatik;n s;n s;;tinnatik;n;n;;tinnatik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;s;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;s;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnanigik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;3;d;tinnanigik;n;n;;tinnanigik tinnanigik;n s;n s;;tinnanigik;n;n;;tinnanigik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnata;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;s;1;p;tinnata;n;n;;tinnata tinnata;n s;n s;;tinnata;n;n;;tinnata;n;n;;;?
tinnanitigut;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;1;p;tinnanitigut;n;n;;tinnanitigut tinnanitigut;n s;n s;;tinnanitigut;n;n;;tinnanitigut;n;n;;;?
tinnata;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;1;p;tinnata;n;n;;tinnata tinnata;n s;n s;;tinnata;n;n;;tinnata;n;n;;;?
tinnasi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;s;2;p;tinnasi;n;n;;tinnasi tinnasi;n s;n s;;tinnasi;n;n;;tinnasi;n;n;;;?
tinnanisi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;2;p;tinnanisi;n;n;;tinnanisi tinnanisi;n s;n s;;tinnanisi;n;n;;tinnanisi;n;n;;;?
tinnasi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;2;p;tinnasi;n;n;;tinnasi tinnasi;n s;n s;;tinnasi;n;n;;tinnasi;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;s;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;s;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnanigit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;s;3;p;tinnanigit;n;n;;tinnanigit tinnanigit;n s;n s;;tinnanigit;n;n;;tinnanigit;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;s;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnanga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;d;1;s;tinnanga;n;n;;tinnanga tinnanga;n s;n s;;tinnanga;n;n;;tinnanga;n;n;;;?
lutit;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;4;p;2;s;lutit;i(l);i(l);;tutit;n;n;;tutit;n;n;;tutit;n;n;;;?
lugu;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;1;p;3;s;lugu;i(l);i(l);;tugu;n;n;;tugu;n;n;;tugu;n;n;;;?
lugu;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;2;p;3;s;lugu;i(l);i(l);;tugu;n;n;;tugu;n;n;;tugu;n;n;;;?
tinnaninga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;1;s;tinnaninga;n;n;;tinnaninga tinnaninga;n s;n s;;tinnaninga;n;n;;tinnaninga;n;n;;;?
tinnanga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;1;s;tinnanga;n;n;;tinnanga tinnanga;n s;n s;;tinnanga;n;n;;tinnanga;n;n;;;?
tinnak;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;d;2;s;tinnak;n;n;;tinnak tinnak;n s;n s;;tinnak;n;n;;tinnak;n;n;;;?
tinnanitit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;2;s;tinnanitit;n;n;;tinnanitit tinnanitit;n s;n s;;tinnanitit;n;n;;tinnanitit;n;n;;;?
tinnak;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;2;s;tinnak;n;n;;tinnak tinnak;n s;n s;;tinnak;n;n;;tinnak;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;d;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;d;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnanikku;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;3;s;tinnanikku;n;n;;tinnanikku tinnanikku;n s;n s;;tinnanikku;n;n;;tinnanikku;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnanuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;d;1;d;tinnanuk;n;n;;tinnanuk tinnanuk;n s;n s;;tinnanuk;n;n;;tinnanuk;n;n;;;?
tinnanitiguk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;1;d;tinnanitiguk;n;n;;tinnanitiguk tinnanitiguk;n s;n s;;tinnanitiguk;n;n;;tinnanitiguk;n;n;;;?
tinnanuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;1;d;tinnanuk;n;n;;tinnanuk tinnanuk;n s;n s;;tinnanuk;n;n;;tinnanuk;n;n;;;?
tinnatik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;d;2;d;tinnatik;n;n;;tinnatik tinnatik;n s;n s;;tinnatik;n;n;;tinnatik;n;n;;;?
tinnanitik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;2;d;tinnanitik;n;n;;tinnanitik tinnanitik;n s;n s;;tinnanitik;n;n;;tinnanitik;n;n;;;?
tinnatik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;2;d;tinnatik;n;n;;tinnatik tinnatik;n s;n s;;tinnatik;n;n;;tinnatik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;d;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
lunijjuk;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;3;p;3;s;lunijjuk;i(l);i(l);;tunijjuk;n;n;;tunijjuk;n;n;;tunijjuk;n;n;;;?
lugu;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;4;p;3;s;lugu;i(l);i(l);;tugu;n;n;;tugu;n;n;;tugu;n;n;;;?
lunuk;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;2;p;1;d;lunuk;i(l);i(l);;tunuk;n;n;;tunuk;n;n;;tunuk;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;d;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnanikkik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;3;d;tinnanikkik;n;n;;tinnanikkik tinnanikkik;n s;n s;;tinnanikkik;n;n;;tinnanikkik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnata;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;d;1;p;tinnata;n;n;;tinnata tinnata;n s;n s;;tinnata;n;n;;tinnata;n;n;;;?
tinnanitigut;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;1;p;tinnanitigut;n;n;;tinnanitigut tinnanitigut;n s;n s;;tinnanitigut;n;n;;tinnanitigut;n;n;;;?
tinnata;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;1;p;tinnata;n;n;;tinnata tinnata;n s;n s;;tinnata;n;n;;tinnata;n;n;;;?
tinnasi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;d;2;p;tinnasi;n;n;;tinnasi tinnasi;n s;n s;;tinnasi;n;n;;tinnasi;n;n;;;?
tinnanisi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;2;p;tinnanisi;n;n;;tinnanisi tinnanisi;n s;n s;;tinnanisi;n;n;;tinnanisi;n;n;;;?
tinnasi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;2;p;tinnasi;n;n;;tinnasi tinnasi;n s;n s;;tinnasi;n;n;;tinnasi;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;d;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;d;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnanikkit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;d;3;p;tinnanikkit;n;n;;tinnanikkit tinnanikkit;n s;n s;;tinnanikkit;n;n;;tinnanikkit;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;d;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnanga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;p;1;s;tinnanga;n;n;;tinnanga tinnanga;n s;n s;;tinnanga;n;n;;tinnanga;n;n;;;?
tinnaninga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;1;s;tinnaninga;n;n;;tinnaninga tinnaninga;n s;n s;;tinnaninga;n;n;;tinnaninga;n;n;;;?
tinnanga;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;1;s;tinnanga;n;n;;tinnanga tinnanga;n s;n s;;tinnanga;n;n;;tinnanga;n;n;;;?
tinnak;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;p;2;s;tinnak;n;n;;tinnak tinnak;n s;n s;;tinnak;n;n;;tinnak;n;n;;;?
lunitiguk;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;3;p;1;d;lunitiguk;i(l);i(l);;tunitiguk;n;n;;tunitiguk;n;n;;tunitiguk;n;n;;;?
lunuk;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;4;p;1;d;lunuk;i(l);i(l);;tunuk;n;n;;tunuk;n;n;;tunuk;n;n;;;?
lutik;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;1;p;2;d;lutik;i(l);i(l);;tutik;n;n;;tutik;n;n;;tutik;n;n;;;?
tinnanitit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;2;s;tinnanitit;n;n;;tinnanitit tinnanitit;n s;n s;;tinnanitit;n;n;;tinnanitit;n;n;;;?
tinnak;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;2;s;tinnak;n;n;;tinnak tinnak;n s;n s;;tinnak;n;n;;tinnak;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;p;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;p;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnanijjuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;3;s;tinnanijjuk;n;n;;tinnanijjuk tinnanijjuk;n s;n s;;tinnanijjuk;n;n;;tinnanijjuk;n;n;;;?
tinnagu;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;3;s;tinnagu;n;n;;tinnagu tinnagu;n s;n s;;tinnagu;n;n;;tinnagu;n;n;;;?
tinnanuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;p;1;d;tinnanuk;n;n;;tinnanuk tinnanuk;n s;n s;;tinnanuk;n;n;;tinnanuk;n;n;;;?
tinnanitiguk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;1;d;tinnanitiguk;n;n;;tinnanitiguk tinnanitiguk;n s;n s;;tinnanitiguk;n;n;;tinnanitiguk;n;n;;;?
tinnanuk;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;1;d;tinnanuk;n;n;;tinnanuk tinnanuk;n s;n s;;tinnanuk;n;n;;tinnanuk;n;n;;;?
tinnatik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;p;2;d;tinnatik;n;n;;tinnatik tinnatik;n s;n s;;tinnatik;n;n;;tinnatik;n;n;;;?
tinnanitik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;2;d;tinnanitik;n;n;;tinnanitik tinnanitik;n s;n s;;tinnanitik;n;n;;tinnanitik;n;n;;;?
tinnatik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;2;d;tinnatik;n;n;;tinnatik tinnatik;n s;n s;;tinnatik;n;n;;tinnatik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;p;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;p;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnanigik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;3;d;tinnanigik;n;n;;tinnanigik tinnanigik;n s;n s;;tinnanigik;n;n;;tinnanigik;n;n;;;?
tinnagik;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;3;d;tinnagik;n;n;;tinnagik tinnagik;n s;n s;;tinnagik;n;n;;tinnagik;n;n;;;?
tinnata;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;p;1;p;tinnata;n;n;;tinnata tinnata;n s;n s;;tinnata;n;n;;tinnata;n;n;;;?
lunitik;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;3;p;2;d;lunitik;i(l);i(l);;tunitik;n;n;;tunitik;n;n;;tunitik;n;n;;;?
lutik;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;4;p;2;d;lutik;i(l);i(l);;tutik;n;n;;tutik;n;n;;tutik;n;n;;;?
lugik;tv;part;oui;pos;prespas;Cumberland Peninsula;sp;1;p;3;d;lugik;i(l);i(l);;tugik;n;n;;tugik;n;n;;tugik;n;n;;;?
tinnanitigut;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;1;p;tinnanitigut;n;n;;tinnanitigut tinnanitigut;n s;n s;;tinnanitigut;n;n;;tinnanitigut;n;n;;;?
tinnata;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;1;p;tinnata;n;n;;tinnata tinnata;n s;n s;;tinnata;n;n;;tinnata;n;n;;;?
tinnasi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;p;2;p;tinnasi;n;n;;tinnasi tinnasi;n s;n s;;tinnasi;n;n;;tinnasi;n;n;;;?
tinnanisi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;2;p;tinnanisi;n;n;;tinnanisi tinnanisi;n s;n s;;tinnanisi;n;n;;tinnanisi;n;n;;;?
tinnasi;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;2;p;tinnasi;n;n;;tinnasi tinnasi;n s;n s;;tinnasi;n;n;;tinnasi;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;1;p;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;2;p;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
tinnanigit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;3;p;3;p;tinnanigit;n;n;;tinnanigit tinnanigit;n s;n s;;tinnanigit;n;n;;tinnanigit;n;n;;;?
tinnagit;tv;part;non;neg;;North Baffin, Cumberland Peninsula;sp;4;p;3;p;tinnagit;n;n;;tinnagit tinnagit;n s;n s;;tinnagit;n;n;;tinnagit;n;n;;;?
nanga;tv;part;oui;neg;;North Baffin, Cumberland Peninsula;sp;2;s;1;s;nanga;n;n;;nanga;nas;nas;;nanga;nas;nas;;nanga ranga;nas s;nas s;;;?
naninga;tv;part;oui;neg;;North Baffin, Cumberland Peninsula;sp;3;s;1;s;naninga;n;n;;naninga;nas;nas;;naninga;nas;nas;;naninga raninga;nas s;nas s;;;?
nanga;tv;part;oui;neg;;North Baffin, Cumberland Peninsula;sp;4;s;1;s;nanga;n;n;;nanga;nas;nas;;nanga;nas;nas;;nanga ranga;nas s;nas s;;;?
nak;tv;part;oui;neg;;North Baffin, Cumberland Peninsula;sp;1;s;2;s;nak;n;n;;nak;nas;nas;;nak;nas;nas;;nak rak;nas s;nas s;;;?
nanitit;tv;part;oui;neg;;North Baffin, Cumberland Peninsula;sp;3;s;2;s;nanitit;n;n;;nanitit;nas;nas;;nanitit;nas;nas;;nanitit ranitit;nas s;nas s;;;?
